"sample_id","year","water_body","species_name","age_otolith","tl_mm","weight_g","sex","egg_count","tl_cm"
"G133",2011,"Hovsgol","grayling-unknown",NA,258,112,"M",NA,25.8
"G1330",2012,"Hovsgol","grayling-Hovsgol",NA,235,96.4,"M",NA,23.5
"G1331",2012,"Hovsgol","grayling-Hovsgol",NA,277,162.3,"M",NA,27.7
"G1333",2012,"Hovsgol","grayling-Hovsgol",NA,243,107.2,"M",NA,24.3
"G1335",2012,"Hovsgol","grayling-Hovsgol",NA,257,102.5,"M",NA,25.7
"G1340",2012,"Hovsgol","grayling-Hovsgol",NA,219,37.5,"M",NA,21.9
"G1341",2012,"Hovsgol","grayling-Hovsgol",NA,221,73.9,"M",NA,22.1
"G1342",2012,"Hovsgol","grayling-Hovsgol",NA,223,67.2,"M",NA,22.3
"G1343",2012,"Hovsgol","grayling-Hovsgol",NA,233,84.7,"M",NA,23.3
"G1345",2012,"Hovsgol","grayling-Hovsgol",NA,213,64.7,"M",NA,21.3
"G1347",2012,"Hovsgol","grayling-Hovsgol",NA,220,66.9,"M",NA,22
"G1349",2012,"Hovsgol","grayling-Hovsgol",NA,222,74.2,"M",NA,22.2
"G135",2011,"Hovsgol","grayling-unknown",NA,250,78,"M",NA,25
"G1352",2012,"Hovsgol","grayling-Hovsgol",NA,216,67.3,"M",NA,21.6
"G1354",2012,"Hovsgol","grayling-Hovsgol",NA,219,62.5,"M",NA,21.9
"G1357",2012,"Hovsgol","grayling-Hovsgol",NA,210,61.1,"M",NA,21
"G1358",2012,"Hovsgol","grayling-Hovsgol",NA,240,83.7,"M",NA,24
"G1360",2012,"Hovsgol","grayling-Hovsgol",NA,233,81,"M",NA,23.3
"G1363",2012,"Hovsgol","grayling-Hovsgol",NA,195,46,"M",NA,19.5
"G1364",2012,"Hovsgol","grayling-Hovsgol",NA,250,108,"M",NA,25
"G1365",2012,"Hovsgol","grayling-Hovsgol",NA,257,102,"M",NA,25.7
"G1366",2012,"Hovsgol","grayling-Hovsgol",NA,269,141,"M",NA,26.9
"G1368",2012,"Hovsgol","grayling-Hovsgol",NA,285,154,"M",NA,28.5
"G137",2011,"Hovsgol","grayling-unknown",NA,256,104,"M",NA,25.6
"G140",2011,"Hovsgol","grayling-Hovsgol",NA,278,161,"M",NA,27.8
"G143",2011,"Hovsgol","grayling-Hovsgol",NA,287,175,"M",NA,28.7
"G2003",2012,"Hovsgol","grayling-Hovsgol",NA,285,150,"M",NA,28.5
"G204",2011,"Hovsgol","grayling-Hovsgol",NA,268,123,"M",NA,26.8
"G205",2011,"Hovsgol","grayling-Hovsgol",NA,265,119,"M",NA,26.5
"G206",2011,"Hovsgol","grayling-Hovsgol",NA,266,138,"M",NA,26.6
"G208",2011,"Hovsgol","grayling-Hovsgol",NA,270,145,"M",NA,27
"G2116",2013,"Hovsgol","grayling-Hovsgol",NA,256,113.6,"M",NA,25.6
"G2118",2013,"Hovsgol","grayling-Hovsgol",NA,253,95,"M",NA,25.3
"G2120",2013,"Hovsgol","grayling-Hovsgol",NA,237,71,"M",NA,23.7
"G2121",2013,"Hovsgol","grayling-Hovsgol",NA,212,60,"M",NA,21.2
"G2122",2013,"Hovsgol","grayling-Hovsgol",NA,235,76,"M",NA,23.5
"G2123",2013,"Hovsgol","grayling-Hovsgol",NA,225,77,"M",NA,22.5
"G2127",2013,"Hovsgol","grayling-Hovsgol",NA,229,72,"M",NA,22.9
"G2128",2013,"Hovsgol","grayling-Hovsgol",NA,240,94,"M",NA,24
"G2131",2013,"Hovsgol","grayling-unknown",NA,249,91,"M",NA,24.9
"G2133",2013,"Hovsgol","grayling-unknown",NA,220,70,"M",NA,22
"G2134",2013,"Hovsgol","grayling-unknown",NA,235,85,"M",NA,23.5
"G2135",2013,"Hovsgol","grayling-unknown",NA,237,82,"M",NA,23.7
"G2137",2013,"Hovsgol","grayling-unknown",NA,237,80,"M",NA,23.7
"G2138",2013,"Hovsgol","grayling-unknown",NA,224,76,"M",NA,22.4
"G2139",2013,"Hovsgol","grayling-unknown",NA,225,80,"M",NA,22.5
"G2140",2013,"Hovsgol","grayling-unknown",NA,240,83,"M",NA,24
"G2141",2013,"Hovsgol","grayling-unknown",NA,205,66,"M",NA,20.5
"G2151",2013,"Hovsgol","grayling-Hovsgol",NA,245,100,"M",NA,24.5
"G2153",2013,"Hovsgol","grayling-Hovsgol",NA,234,92,"M",NA,23.4
"G2154",2013,"Hovsgol","grayling-Hovsgol",NA,288,176,"M",NA,28.8
"G2157",2013,"Hovsgol","grayling-Hovsgol",NA,220,71,"M",NA,22
"G2158",2013,"Hovsgol","grayling-Hovsgol",NA,249,88,"M",NA,24.9
"G2159",2013,"Hovsgol","grayling-Hovsgol",NA,225,68,"M",NA,22.5
"G2165",2013,"Hovsgol","grayling-unknown",NA,220,77,"M",NA,22
"G2171",2013,"Hovsgol","grayling-unknown",NA,220,76,"M",NA,22
"G2172",2013,"Hovsgol","grayling-unknown",NA,230,91,"M",NA,23
"G2173",2013,"Hovsgol","grayling-unknown",NA,245,106,"M",NA,24.5
"G2174",2013,"Hovsgol","grayling-unknown",NA,260,133,"M",NA,26
"G2175",2013,"Hovsgol","grayling-unknown",NA,242,92,"M",NA,24.2
"G2176",2013,"Hovsgol","grayling-unknown",NA,241,99,"M",NA,24.1
"G2177",2013,"Hovsgol","grayling-unknown",NA,225,74,"M",NA,22.5
"G2178",2013,"Hovsgol","grayling-unknown",NA,220,82,"M",NA,22
"G2179",2013,"Hovsgol","grayling-unknown",NA,240,93,"M",NA,24
"G2180",2013,"Hovsgol","grayling-unknown",NA,245,95,"M",NA,24.5
"G2181",2013,"Hovsgol","grayling-unknown",NA,249,94,"M",NA,24.9
"G2182",2013,"Hovsgol","grayling-unknown",NA,250,88,"M",NA,25
"G2183",2013,"Hovsgol","grayling-unknown",NA,255,106,"M",NA,25.5
"G2184",2013,"Hovsgol","grayling-unknown",NA,240,90,"M",NA,24
"G2185",2013,"Hovsgol","grayling-unknown",NA,250,110,"M",NA,25
"G2186",2013,"Hovsgol","grayling-unknown",NA,225,77,"M",NA,22.5
"G2188",2013,"Hovsgol","grayling-unknown",NA,225,76,"M",NA,22.5
"G2189",2013,"Hovsgol","grayling-unknown",NA,242,65,"M",NA,24.2
"G2191",2013,"Hovsgol","grayling-unknown",NA,221,87,"M",NA,22.1
"G2195",2013,"Hovsgol","grayling-Hovsgol",NA,260,97,"M",NA,26
"G2199",2013,"Hovsgol","grayling-Hovsgol",NA,265,112,"M",NA,26.5
"G2201",2013,"Hovsgol","grayling-Hovsgol",NA,233,78,"M",NA,23.3
"G2202",2013,"Hovsgol","grayling-Hovsgol",NA,228,74,"M",NA,22.8
"G2203",2013,"Hovsgol","grayling-Hovsgol",NA,230,76,"M",NA,23
"G2205",2013,"Hovsgol","grayling-Hovsgol",NA,243,89,"M",NA,24.3
"G2208",2013,"Hovsgol","grayling-unknown",NA,245,92,"M",NA,24.5
"G2209",2013,"Hovsgol","grayling-unknown",NA,242,79,"M",NA,24.2
"G2212",2013,"Hovsgol","grayling-Hovsgol",NA,206,51,"M",NA,20.6
"G2218",2013,"Hovsgol","grayling-Hovsgol",NA,316,211.2,"M",NA,31.6
"G2220",2013,"Hovsgol","grayling-Hovsgol",NA,323,216.4,"M",NA,32.3
"G2221",2013,"Hovsgol","grayling-Hovsgol",NA,235,85.8,"M",NA,23.5
"G2222",2013,"Hovsgol","grayling-Hovsgol",NA,280,151.9,"M",NA,28
"G2223",2013,"Hovsgol","grayling-Hovsgol",NA,272,129,"M",NA,27.2
"G2224",2013,"Hovsgol","grayling-unknown",NA,285,154.5,"M",NA,28.5
"G2226",2013,"Hovsgol","grayling-unknown",NA,265,141.1,"M",NA,26.5
"G2228",2013,"Hovsgol","grayling-unknown",NA,300,184.9,"M",NA,30
"G2229",2013,"Hovsgol","grayling-unknown",NA,285,144.2,"M",NA,28.5
"G2232",2013,"Hovsgol","grayling-unknown",NA,270,153.8,"M",NA,27
"G2233",2013,"Hovsgol","grayling-unknown",NA,282,171.4,"M",NA,28.2
"G2235",2013,"Hovsgol","grayling-unknown",NA,304,200,"M",NA,30.4
"G2236",2013,"Hovsgol","grayling-unknown",NA,267,129.2,"M",NA,26.7
"G2237",2013,"Hovsgol","grayling-unknown",NA,265,131.1,"M",NA,26.5
"G2238",2013,"Hovsgol","grayling-unknown",NA,276,145.6,"M",NA,27.6
"G2239",2013,"Hovsgol","grayling-unknown",NA,263,118,"M",NA,26.3
"G2241",2013,"Hovsgol","grayling-unknown",NA,253,133.3,"M",NA,25.3
"G2243",2013,"Hovsgol","grayling-unknown",NA,283,163.1,"M",NA,28.3
"G2244",2013,"Hovsgol","grayling-unknown",NA,300,200.7,"M",NA,30
"G2245",2013,"Hovsgol","grayling-unknown",NA,277,139.7,"M",NA,27.7
"G2247",2013,"Hovsgol","grayling-unknown",NA,287,170.1,"M",NA,28.7
"G2248",2013,"Hovsgol","grayling-unknown",NA,283,154,"M",NA,28.3
"G2249",2013,"Hovsgol","grayling-unknown",NA,255,126.4,"M",NA,25.5
"G2250",2013,"Hovsgol","grayling-unknown",NA,255,125.3,"M",NA,25.5
"G2252",2013,"Hovsgol","grayling-unknown",NA,285,145.3,"M",NA,28.5
"G2253",2013,"Hovsgol","grayling-unknown",NA,272,144.4,"M",NA,27.2
"G2254",2013,"Hovsgol","grayling-unknown",NA,273,146.4,"M",NA,27.3
"G2258",2013,"Hovsgol","grayling-unknown",NA,271,135.6,"M",NA,27.1
"G2259",2013,"Hovsgol","grayling-unknown",NA,274,149.1,"M",NA,27.4
"G2260",2013,"Hovsgol","grayling-unknown",NA,274,131.9,"M",NA,27.4
"G2262",2013,"Hovsgol","grayling-unknown",NA,245,99.6,"M",NA,24.5
"G2263",2013,"Hovsgol","grayling-unknown",NA,304,183.6,"M",NA,30.4
"G2264",2013,"Hovsgol","grayling-unknown",NA,263,130.3,"M",NA,26.3
"G2265",2013,"Hovsgol","grayling-unknown",NA,282,149.6,"M",NA,28.2
"G2266",2013,"Hovsgol","grayling-unknown",NA,286,175.6,"M",NA,28.6
"G2268",2013,"Hovsgol","grayling-unknown",NA,276,139.1,"M",NA,27.6
"G2270",2013,"Hovsgol","grayling-unknown",NA,263,123.1,"M",NA,26.3
"G2273",2013,"Hovsgol","grayling-unknown",NA,273,148.7,"M",NA,27.3
"G2275",2013,"Hovsgol","grayling-Hovsgol",NA,256,108,"M",NA,25.6
"G2276",2013,"Hovsgol","grayling-Hovsgol",NA,266,144,"M",NA,26.6
"G2279",2013,"Hovsgol","grayling-Hovsgol",NA,260,114,"M",NA,26
"G2282",2013,"Hovsgol","grayling-Hovsgol",NA,250,99,"M",NA,25
"G2287",2013,"Hovsgol","grayling-Hovsgol",NA,242,88,"M",NA,24.2
"G2288",2013,"Hovsgol","grayling-Hovsgol",NA,239,81,"M",NA,23.9
"G2290",2013,"Hovsgol","grayling-unknown",NA,292,176,"M",NA,29.2
"G2291",2013,"Hovsgol","grayling-unknown",NA,254,108,"M",NA,25.4
"G2292",2013,"Hovsgol","grayling-unknown",NA,239,82,"M",NA,23.9
"G2293",2013,"Hovsgol","grayling-unknown",NA,266,104,"M",NA,26.6
"G2295",2013,"Hovsgol","grayling-unknown",NA,247,121,"M",NA,24.7
"G2296",2013,"Hovsgol","grayling-unknown",NA,279,153,"M",NA,27.9
"G2297",2013,"Hovsgol","grayling-unknown",NA,256,94,"M",NA,25.6
"G2302",2013,"Hovsgol","grayling-unknown",NA,270,125,"M",NA,27
"G2303",2013,"Hovsgol","grayling-unknown",NA,280,153,"M",NA,28
"G2305",2013,"Hovsgol","grayling-unknown",NA,247,100,"M",NA,24.7
"G2306",2013,"Hovsgol","grayling-unknown",NA,253,118,"M",NA,25.3
"G2307",2013,"Hovsgol","grayling-unknown",NA,244,91,"M",NA,24.4
"G2309",2013,"Hovsgol","grayling-Hovsgol",NA,307,192,"M",NA,30.7
"G232",2011,"Hovsgol","grayling-Hovsgol",NA,330,306,"M",NA,33
"G2324",2013,"Hovsgol","grayling-unknown",NA,260,137,"M",NA,26
"G2326",2013,"Hovsgol","grayling-unknown",NA,276,143,"M",NA,27.6
"G2327",2013,"Hovsgol","grayling-unknown",NA,246,117,"M",NA,24.6
"G2328",2013,"Hovsgol","grayling-unknown",NA,240,87,"M",NA,24
"G2330",2013,"Hovsgol","grayling-unknown",NA,290,173,"M",NA,29
"G236",2011,"Hovsgol","grayling-Hovsgol",NA,279,115,"M",NA,27.9
"G237",2011,"Hovsgol","grayling-Hovsgol",NA,310,215,"M",NA,31
"G238",2011,"Hovsgol","grayling-Hovsgol",NA,347,281,"M",NA,34.7
"HV 29",2006,"Hovsgol","grayling-unknown",NA,238,110,"M",NA,23.8
"HV 8",2006,"Hovsgol","burbot",NA,790,3100,"M",NA,79
"HV 9",2006,"Hovsgol","burbot",NA,680,2250,"M",NA,68
"L1132",2012,"Hovsgol","lenok",NA,388,501,"M",NA,38.8
"L1135",2012,"Hovsgol","lenok",NA,365,350,"M",NA,36.5
"L1139",2012,"Hovsgol","lenok",NA,258,145,"M",NA,25.8
"L1140",2012,"Hovsgol","lenok",NA,257,132,"M",NA,25.7
"L1143",2012,"Hovsgol","lenok",NA,445,912,"M",NA,44.5
"L1144",2012,"Hovsgol","lenok",NA,388,520,"M",NA,38.8
"L1147",2012,"Hovsgol","lenok",NA,337,315,"M",NA,33.7
"L1148",2012,"Hovsgol","lenok",NA,461,932,"M",NA,46.1
"L1150",2012,"Hovsgol","lenok",NA,309,220.4,"M",NA,30.9
"L1151",2012,"Hovsgol","lenok",NA,325,247.9,"M",NA,32.5
"L1152",2012,"Hovsgol","lenok",NA,274,145.2,"M",NA,27.4
"L1153",2012,"Hovsgol","lenok",NA,382,481,"M",NA,38.2
"L1154",2012,"Hovsgol","lenok",NA,421,602,"M",NA,42.1
"L1155",2012,"Hovsgol","lenok",NA,467,974,"M",NA,46.7
"L1162",2012,"Hovsgol","lenok",NA,270,104.6,"M",NA,27
"L1165",2012,"Hovsgol","lenok",NA,461,835,"M",NA,46.1
"L1167",2012,"Hovsgol","lenok",NA,455,843,"M",NA,45.5
"L1168",2012,"Hovsgol","lenok",NA,368,402,"M",NA,36.8
"L1173",2012,"Hovsgol","lenok",NA,357,350,"M",NA,35.7
"L1178",2012,"Hovsgol","lenok",NA,341,320,"M",NA,34.1
"L1180",2012,"Hovsgol","lenok",NA,475,831,"M",NA,47.5
"L1184",2012,"Hovsgol","lenok",NA,261,132.3,"M",NA,26.1
"L1187",2012,"Hovsgol","lenok",NA,258,127.4,"M",NA,25.8
"L1188",2012,"Hovsgol","lenok",NA,264,154.5,"M",NA,26.4
"L1192",2012,"Hovsgol","lenok",NA,275,191.7,"M",NA,27.5
"L1200",2012,"Hovsgol","lenok",NA,496,1290,"M",NA,49.6
"L1203",2012,"Hovsgol","lenok",NA,463,941,"M",NA,46.3
"L1206",2012,"Hovsgol","lenok",NA,450,950,"M",NA,45
"Le18",2011,"Eg","lenok",NA,493,1198,"M",NA,49.3
"LE2033",2013,"Hovsgol","lenok",NA,494,1200,"M",NA,49.4
"LE2036",2013,"Hovsgol","lenok",NA,374,448,"M",NA,37.4
"LE2038",2013,"Hovsgol","lenok",NA,400,637,"M",NA,40
"LE2040",2013,"Hovsgol","lenok",NA,413,544,"M",NA,41.3
"LE2041",2013,"Hovsgol","lenok",NA,403,618,"M",NA,40.3
"LE2050",2013,"Hovsgol","lenok",NA,432,794,"M",NA,43.2
"LE2051",2013,"Hovsgol","lenok",NA,380,460,"M",NA,38
"LE2053",2013,"Hovsgol","lenok",NA,475,1071,"M",NA,47.5
"LE2055",2013,"Hovsgol","lenok",NA,381,481,"M",NA,38.1
"LE2056",2013,"Hovsgol","lenok",NA,472,900,"M",NA,47.2
"LE2057",2013,"Hovsgol","lenok",NA,409,642,"M",NA,40.9
"LE2058",2013,"Hovsgol","lenok",NA,405,651,"M",NA,40.5
"LL1017",2012,"Hovsgol","burbot",NA,517,738,"M",NA,51.7
"LL1018",2012,"Hovsgol","burbot",NA,585,1300,"M",NA,58.5
"LL1019",2012,"Hovsgol","burbot",NA,590,1290,"M",NA,59
"LL1020",2012,"Hovsgol","burbot",NA,480,588,"M",NA,48
"LL2006",2013,"Hovsgol","burbot",NA,536,1019,"M",NA,53.6
"LL2007",2013,"Hovsgol","burbot",NA,521,829,"M",NA,52.1
"LL2009",2013,"Hovsgol","burbot",NA,486,604,"M",NA,48.6
"LL2018",2013,"Hovsgol","burbot",NA,584,1407,"M",NA,58.4
"LL2019",2013,"Hovsgol","burbot",NA,485,642,"M",NA,48.5
"LL2021",2013,"Hovsgol","burbot",NA,435,573,"M",NA,43.5
"P1006",2012,"Hovsgol","perch",NA,276,265.8,"M",NA,27.6
"P2006",2013,"Hovsgol","perch",NA,330,613,"M",NA,33
"P2007",2013,"Hovsgol","perch",NA,373,734,"M",NA,37.3
"R2001",2012,"Hovsgol","roach",NA,214,84,"M",NA,21.4
"R2002",2012,"Hovsgol","roach",NA,234,117,"M",NA,23.4
"R2003",2012,"Hovsgol","roach",NA,202,78,"M",NA,20.2
"R2005",2012,"Hovsgol","roach",NA,200,74,"M",NA,20
"R2006",2012,"Hovsgol","roach",NA,203,77,"M",NA,20.3
"R2007",2012,"Hovsgol","roach",NA,200,71,"M",NA,20
"RR1004",2012,"Hovsgol","roach",NA,282,254.7,"M",NA,28.2
"RR1007",2012,"Hovsgol","roach",NA,213,103.3,"M",NA,21.3
"RR1009",2012,"Hovsgol","roach",NA,230,130.7,"M",NA,23
"RR1010",2012,"Hovsgol","roach",NA,207,92.8,"M",NA,20.7
"RR1011",2012,"Hovsgol","roach",NA,200,86.3,"M",NA,20
"RR1012",2012,"Hovsgol","roach",NA,183,74.2,"M",NA,18.3
"RR1013",2012,"Hovsgol","roach",NA,210,109.1,"M",NA,21
"RR1019",2012,"Hovsgol","roach",NA,227,128.2,"M",NA,22.7
"RR1021",2012,"Hovsgol","roach",NA,330,442,"M",NA,33
"RR1022",2012,"Hovsgol","roach",NA,331,430,"M",NA,33.1
"RR1025",2012,"Hovsgol","roach",NA,311,335,"M",NA,31.1
"RR1026",2012,"Hovsgol","roach",NA,305,308,"M",NA,30.5
"RR1030",2012,"Hovsgol","roach",NA,199,89,"M",NA,19.9
"RR1032",2012,"Hovsgol","roach",NA,203,90,"M",NA,20.3
"RR1033",2012,"Hovsgol","roach",NA,194,84,"M",NA,19.4
"RR1034",2012,"Hovsgol","roach",NA,194,83,"M",NA,19.4
"RR1036",2012,"Hovsgol","roach",NA,325,408,"M",NA,32.5
"RR1037",2012,"Hovsgol","roach",NA,324,410,"M",NA,32.4
"RR1039",2012,"Hovsgol","roach",NA,335,431,"M",NA,33.5
"RR1052",2012,"Hovsgol","roach",NA,198,78.2,"M",NA,19.8
"RR1053",2012,"Hovsgol","roach",NA,190,65,"M",NA,19
"RR2012",2013,"Hovsgol","roach",NA,241,157,"M",NA,24.1
"RR2013",2013,"Hovsgol","roach",NA,210,102,"M",NA,21
"RR2014",2013,"Hovsgol","roach",NA,200,80,"M",NA,20
"RR2016",2013,"Hovsgol","roach",NA,205,103,"M",NA,20.5
"RR2018",2013,"Hovsgol","roach",NA,220,122,"M",NA,22
"RR2020",2013,"Hovsgol","roach",NA,200,85,"M",NA,20
"TA2001",2013,"Hovsgol","grayling-Arctic",NA,333,258.4,"M",NA,33.3
"TA2002",2013,"Hovsgol","grayling-Hovsgol",NA,290,210.3,"M",NA,29
"TA2005",2013,"Hovsgol","grayling-Hovsgol",NA,285,158.4,"M",NA,28.5
"TA2007",2013,"Hovsgol","grayling-Arctic",NA,302,203,"M",NA,30.2
"TA2008a",2013,"Hovsgol","grayling-Hovsgol",NA,300,200,"M",NA,30
"TA2011",2013,"Hovsgol","grayling-Hovsgol",NA,362,348,"M",NA,36.2
"TA2013",2013,"Hovsgol","grayling-Hovsgol",NA,341,345,"M",NA,34.1
"HV 91",2006,"Hovsgol","burbot",NA,495,700,"",NA,49.5
"HV 23",2006,"Hovsgol","grayling-unknown",NA,235,78,"",NA,23.5
"G1022",2012,"Uur","grayling-Arctic",1,235,100.9,"",NA,23.5
"Le83",2011,"Hovsgol","lenok",8,614,NA,"",NA,61.4
"172",2009,"Hovsgol","grayling-unknown",3,205,61,"",NA,20.5
"L1071",2012,"Eg","lenok",3,274,169,"",NA,27.4
"L1072",2012,"Eg","lenok",3,260,143,"",NA,26
"175",2009,"Hovsgol","grayling-unknown",4,212,71,"",NA,21.2
"L1073",2012,"Eg","lenok",4,295,218,"",NA,29.5
"L1077",2012,"Uur","lenok",5,421,671,"",NA,42.1
"Le55",2011,"Hovsgol","lenok",5,400,505,"",NA,40
"G1021",2012,"Uur","grayling-Arctic",2,195,60.1,"",NA,19.5
"Le92",2011,"Hovsgol","lenok",6,530,1448,"",NA,53
"Le78",2011,"Hovsgol","lenok",2,229,90,"",NA,22.9
"Le79",2011,"Hovsgol","lenok",2,174,40,"",NA,17.4
"174",2009,"Hovsgol","grayling-unknown",4,208,60,"",NA,20.8
"L1068",2012,"Eg","lenok",4,364,385,"",NA,36.4
"L1069",2012,"Eg","lenok",4,375,481,"",NA,37.5
"L1074",2012,"Eg","lenok",4,353,365,"",NA,35.3
"Le44",2011,"Hovsgol","lenok",4,356,NA,"",NA,35.6
"Le88",2011,"Hovsgol","lenok",4,420,648,"",NA,42
"Le43",2011,"Hovsgol","lenok",5,346,NA,"",NA,34.6
"207",2009,"Hovsgol","grayling-unknown",1,135,16.5,"",NA,13.5
"176",2009,"Hovsgol","grayling-unknown",4,201,62,"",NA,20.1
"L1070",2012,"Eg","lenok",6,489,990,"",NA,48.9
"Le54",2011,"Hovsgol","lenok",8,590,1801,"",NA,59
"LL1005",2012,"Hovsgol","burbot",15.5,700,2800,"",NA,70
"LL1006",2012,"Hovsgol","burbot",18,740,2400,"",NA,74
"LL2004",2013,"Hovsgol","burbot",19.5,800,3400,"",NA,80
"HV 51",2006,"Hovsgol","Phoxinus",NA,60,1.6,"",NA,6
"B195",2009,"Hovsgol","lenok",NA,143,28,"",NA,14.3
"B196",2009,"Hovsgol","lenok",NA,127,19,"",NA,12.7
"B197",2009,"Hovsgol","lenok",NA,82,4.3,"",NA,8.2
"B198",2009,"Hovsgol","lenok",NA,58,2,"",NA,5.8
"LE2007",2013,"Uur","lenok",NA,524,1199,"",NA,52.4
"L05",2011,"Uur","lenok",NA,410,NA,"",NA,41
"L1086",2012,"Eg","lenok",NA,415,660.2,"",NA,41.5
"L1087",2012,"Eg","lenok",NA,258,141,"",NA,25.8
"L1142",2012,"Hovsgol","lenok",NA,430,765,"",NA,43
"BL1",2011,"Uur","lenok",NA,NA,NA,"",NA,NA
"BL2",2011,"Uur","lenok",NA,NA,NA,"",NA,NA
"BLo1",2011,"Uur","unknown loach",NA,NA,NA,"",NA,NA
"BLo2",2011,"Uur","unknown loach",NA,NA,NA,"",NA,NA
"Le64",2011,"Hovsgol","lenok",NA,373,NA,"",NA,37.3
"BT1004",2009,"Hovsgol","stone loach",NA,NA,NA,"",NA,NA
"BT1005",2009,"Hovsgol","stone loach",NA,NA,NA,"",NA,NA
"T1004",2012,"Eg","taimen",NA,447,NA,"",NA,44.7
"T1013",2012,"Eg-Uur-DSC","taimen",NA,570,NA,"",NA,57
"T1010",2012,"Eg-Uur-DSC","taimen",NA,890,NA,"",NA,89
"T1012",2012,"Eg-Uur-DSC","taimen",NA,880,NA,"",NA,88
"T1001",2012,"Uur","taimen",NA,NA,NA,"",NA,NA
"T1011",2012,"Eg","taimen",NA,415,NA,"",NA,41.5
"T1009",2012,"Eg","taimen",NA,740,NA,"",NA,74
"T1007",2012,"Eg","taimen",NA,865,NA,"",NA,86.5
"T1006",2012,"Eg","taimen",NA,415,NA,"",NA,41.5
"B010",2009,"Hovsgol","Phoxinus",NA,60,2,"",NA,6
"B011",2009,"Hovsgol","Phoxinus",NA,78,4,"",NA,7.8
"B012",2009,"Hovsgol","Phoxinus",NA,67,2.5,"",NA,6.7
"B013",2009,"Hovsgol","Phoxinus",NA,53,1.5,"",NA,5.3
"B014",2009,"Hovsgol","spiny loach",NA,89,2.6,"",NA,8.9
"B015",2009,"Hovsgol","stone loach",NA,67,1.9,"",NA,6.7
"BT SI (BT1006?)",2009,"Hovsgol","stone loach",NA,NA,NA,"",NA,NA
"CM SI (CM1004)",2009,"Hovsgol","spiny loach",NA,NA,NA,"",NA,NA
"HV 47",2006,"Hovsgol","Phoxinus",NA,75,2.9,"",NA,7.5
"HV 48",2006,"Hovsgol","Phoxinus",NA,66,1.9,"",NA,6.6
"HV 45",2006,"Hovsgol","Phoxinus",NA,57,1.3,"",NA,5.7
"HV 61",2006,"Hovsgol","burbot",NA,458,565,"",NA,45.8
"HV 46",2006,"Hovsgol","Phoxinus",NA,86,4.6,"",NA,8.6
"STL1",2011,"Uur","stone loach",NA,164,25.8,"",NA,16.4
"Loach10",2011,"Uur","spiny loach",NA,59,0.4,"",NA,5.9
"Loach11",2011,"Uur","spiny loach",NA,52,0.3,"",NA,5.2
"Loach13",2011,"Uur","spiny loach",NA,59,0.4,"",NA,5.9
"Loach14",2011,"Uur","spiny loach",NA,50,0.2,"",NA,5
"Loach15",2011,"Uur","spiny loach",NA,53,0.3,"",NA,5.3
"Loach16",2011,"Uur","spiny loach",NA,36,0.1,"",NA,3.6
"Loach17",2011,"Uur","spiny loach",NA,78,1.7,"",NA,7.8
"Loach18",2011,"Uur","spiny loach",NA,23,0.4,"",NA,2.3
"Loach19",2011,"Uur","spiny loach",NA,60,0.6,"",NA,6
"Loach20",2011,"Uur","spiny loach",NA,54,0.4,"",NA,5.4
"Loach21",2011,"Uur","spiny loach",NA,54,0.3,"",NA,5.4
"Loach6",2011,"Uur","spiny loach",NA,70,0.7,"",NA,7
"Loach7",2011,"Uur","spiny loach",NA,59,0.4,"",NA,5.9
"Loach8",2011,"Uur","spiny loach",NA,55,0.3,"",NA,5.5
"Loach9",2011,"Uur","spiny loach",NA,60,0.4,"",NA,6
"B47",2011,"Hovsgol","burbot",NA,601,1558,"",NA,60.1
"B16",2011,"Hovsgol","burbot",NA,678,NA,"",NA,67.8
"B140",2009,"Hovsgol","stone loach",NA,125,9.5,"",NA,12.5
"G93",2011,"","",NA,NA,NA,"",NA,NA
"G90",2011,"Hovsgol","grayling-unknown",NA,NA,NA,"",NA,NA
"G91",2011,"","",NA,NA,NA,"",NA,NA
"G90-91-93c",2011,"Hovsgol","grayling-unknown",NA,268,145,"",NA,26.8
"B42",2011,"Hovsgol","burbot",NA,494,728,"",NA,49.4
"B1",2011,"Uur","burbot",NA,180,51,"",NA,18
"B17",2011,"Hovsgol","burbot",NA,800,3424,"",NA,80
"R8",2011,"Hovsgol","roach",NA,232,NA,"",NA,23.2
"G151",2011,"Hovsgol","grayling-unknown",NA,269,151,"",NA,26.9
"G152",2011,"Hovsgol","grayling-unknown",NA,269,138,"",NA,26.9
"G153",2011,"Hovsgol","grayling-unknown",NA,262,135,"",NA,26.2
"G154",2011,"Hovsgol","grayling-unknown",NA,279,152,"",NA,27.9
"G156",2011,"Hovsgol","grayling-unknown",NA,276,152,"",NA,27.6
"G157",2011,"Hovsgol","grayling-unknown",NA,259,132,"",NA,25.9
"G158",2011,"Hovsgol","grayling-unknown",NA,265,154,"",NA,26.5
"G159",2011,"Hovsgol","grayling-unknown",NA,252,117,"",NA,25.2
"G160",2011,"Hovsgol","grayling-unknown",NA,232,91,"",NA,23.2
"G161",2011,"Hovsgol","grayling-unknown",NA,254,115,"",NA,25.4
"G162",2011,"Hovsgol","grayling-unknown",NA,258,117,"",NA,25.8
"G165",2011,"Hovsgol","grayling-unknown",NA,278,152,"",NA,27.8
"G166",2011,"Hovsgol","grayling-unknown",NA,202,55,"",NA,20.2
