sample_id,date,year,water_body,location,lat_dd,long_dd,tube_id_2011,kirk_number_2011,field_id,species_name,gear,vgn_depth_m,vgn_id,start_time,end_time,depth_start,depth_stop,total_depth,otoliths,scale,muscle,adipose,whole_fish,fin_clip,genetics,photo,stomach_lavage,stomach_dissection,stomach_contents,food_weight_g,bia,fate,age_otolith,age_otolith_by,age_otolith_confidence,age_otolith_date,age_scale,tl_mm,fl_mm,sl_mm,weight_g,weight_dry_g,q_2,sex,gillraker_count,c,o,sr,op,ch_1,ch_2,lmx,lmd,io,h_1,h_2,ad,pd,pv,pa,av,dc,ac,ld,hd,la,ha,lp,hp,lv,hv,pl,ll,d,a,p,v,egg_development,egg_weight,egg_count,d13c_muscle,d15n_muscle,percent_c_muscle,percent_n_muscle,c_to_n_muscle,d13c_adipose,d15n_adipose,percent_c_adipose,percent_n_adipose,c_to_n_adipose,water_temp_c,do_mg_l,conductivity,weather,time,floy_id,pit_id,lotek_id,lotek_code,lotek_freq,nickname,comments
G2277,7/24/13,2013,Hovsgol,Stomach Bay,51.335587,100.382646,,,grayling-Hovsgol,grayling-Hovsgol,gillnet-vertical,NA,NA,,,NA,NA,NA,2,,Y,,,Y,Y,Y,,Y,,NA,,,7,Brian Weidel,2,11/12/14,,253,233,211,110,91,NA,F,32,41.5,10.3,NA,20,29,15.8,14.5,18.2,5,47.6,14.4,74.2,111.2,70.9,NA,49.7,96.2,30.4,45.3,34.3,20.2,32.1,NA,7,36.2,7.5,NA,87,VI-13,I-9,I-9,I-14,VI-II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"Brian says about age: a lot of growth, perhaps full season past last annuli"
G2213,7/23/13,2013,Hovsgol,Horoo,51.571778,100.501307,,,grayling-Hovsgol,grayling-Hovsgol,gillnet-horizontal,NA,NA,,,NA,NA,NA,2,,Y,,,Y,Y,Y,,Y,,NA,,,7,Brian Weidel,2,11/12/14,,263,246,228,133.3,111.8,NA,F,27,37.8,11.9,NA,23.1,23.5,19,15.2,20.6,6.1,37.4,13.3,86.5,116.2,68.1,NA,54.5,102.5,41.2,30,34.7,NA,37.4,NA,8.4,37.5,9.3,NA,86,V-11,I-10,I-9,II-13,VI-II,NA,NA,-21.87,7.66,0.472,0.128,3.7,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"la (44.3) removed because extreme outlier. Brian says about age: a lot of growth, perhaps full season past last annuli."
212,7/27/09,2009,Hovsgol,Turag,51.31229,100.73811,,,grayling-Hovsgol,grayling-Hovsgol,gillnet-vertical,NA,NA,22:00,8:00,0,40,60,,,,,,,,,,,,0,,,5,Brian Weidel,2,9/17/14,5+,215,196,183,58,NA,48,F,23,39.6,9.8,10,21.8,25.9,19.6,12,20.2,8.7,35,13,69.2,79.5,57.7,NA,45.7,NA,NA,36.7,22,16.9,25.5,31.2,NA,27.3,NA,28.8,88,VI-12,III-9,II-14,II-9,VI-II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"""R"" assumed to be ""SR"""
136,7/25/09,2009,Hovsgol,Stomach Bay,51.33582,100.38239,,,grayling-Hovsgol,grayling-Hovsgol,gillnet-horizontal,NA,NA,22:30,9:00,2,10,NA,,,,,,,,,,,,1.7,,,6,Brian Weidel,2,9/17/14,9+,277,248,232,159,NA,130,F,26,48.5,10.7,12.5,25.6,36.5,28.5,13.9,22,12.5,50.6,15,84.6,100.6,73.9,NA,59,NA,NA,45.9,29.2,21.7,30,39.1,NA,34.6,NA,39.3,84,IX-9,III-11,III-14,II-10,VI-II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"""R"" assumed to be ""SR"""
201,7/27/09,2009,Hovsgol,Turag,51.31597,100.77818,,,grayling-Hovsgol,grayling-Hovsgol,gillnet-horizontal,NA,NA,19:00,8:00,2.5,5,NA,Y,,,,,,,,,,,10.7,,,12,Brian Weidel,2,9/17/14,11+,324,295,278,260,NA,220,F,25,61,14.3,15.4,32.3,42.4,28.1,18.9,27.7,15.5,53.6,18.6,102.2,125.3,88.8,NA,77.5,NA,NA,56.7,32.9,26.7,35.6,50,NA,42.8,NA,45.2,87,VII-11,II-9,II-14,II-10,II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"""R"" assumed to be ""SR"""
Le32,7/20/11,2011,Hovsgol,Fish Corner,50.8,100.53,324,,lenok,lenok,gillnet-horizontal,NA,NA,,,NA,NA,NA,2,,Y,,,,,,,,,NA,,,3,Brian Weidel,2,10/22/14,,300,284,NA,208,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-24.42,8.78,0.5104,0.1402,3.64,NA,NA,NA,NA,NA,NA,NA,NA,,7:00,NA,NA,,NA,NA,,"GPS conflict: Mendee's lat was very close, so deleted."
L1123,7/14/12,2012,Uur,Riffle UST of Confluence,50.2905,101.94604,,,lenok,lenok,angling,NA,NA,,PM,NA,NA,NA,2,,Y,Y,,,,N,,Y,,NA,N,,5,Brian Weidel,2,10/22/14,,416,381,355,535,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-28.91,10.32,0.397325184,0.128425307,3.093823125,-28.44799748,10.8010144,0.451440784,0.131288968,3.438527943,NA,NA,NA,,,NA,NA,,NA,NA,,"hadn't been planning on processing this adipose sample because we didn't need the length, but it had already been packed, so we might as well."
L1115,7/13/12,2012,Uur,Riffle DST swimming hole,50.30985,101.89547,,,lenok,lenok,angling,NA,NA,,AM,NA,NA,NA,2,,Y,Y,,,,N,,Y,,NA,Y,,6,Brian Weidel,2,10/22/14,,444,412,384,790,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-28.52,11.3,0.330658331,0.104341756,3.168993358,-27.21325965,12.56818159,0.466332303,0.142665678,3.268707032,NA,NA,NA,,,NA,NA,,NA,NA,,"hadn't been planning on processing this adipose sample because we didn't need the length, but it had already been packed, so we might as well."
G16,7/8/11,2011,Eg-Uur-DSC,,NA,NA,,,grayling-Arctic,grayling-Arctic,angling,NA,NA,,,NA,NA,NA,2,,,,,,,,,,Kirk has diet data matched to water body but not matched to fishID,NA,,,4,Brian Weidel,2,11/12/14,,282,262,91,197.2,NA,NA,F,19,45.9,11.9,11.4,24,33.5,24.4,13.5,20.2,NA,51.6,17.5,88.7,118.8,70.7,66.4,NA,NA,43.9,55.1,65.3,23.9,32.3,35.4,NA,39.6,NA,NA,NA,VIII-12,III-10,I-10,II-15,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Kirk's numbers do not match our numbers for this fish.
LE2049,7/23/13,2013,Hovsgol,Horoo,51.571778,100.501307,,,lenok,lenok,gillnet-horizontal,NA,NA,,,NA,NA,NA,2,,Y,,,Y,Y,N,,Y,,NA,,,5,Brian Weidel,2,10/22/14,,395,362,335,532,491,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-20.55,8.53,0.482,0.139,3.5,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Mendee's TL too short
221,7/28/09,2009,Hovsgol,Dalbai,51.04778,100.72179,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,20:00,1:00,1.5,2,NA,Y,,,,,,,,,,,0,,,9,Brian Weidel,2,9/17/14,6+,245,215,200,118,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,q_2 (290) removed because extreme outlier.
L1106,7/12/12,2012,Uur,Riffle 1km UST Home Pool,50.34777,101.87321,,,lenok,lenok,angling,NA,NA,,PM,NA,NA,NA,2,,Y,Y,,,,N,,Y,,NA,Y,,6,Brian Weidel,2,10/22/14,,472,437,405,965,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-29.22,10.32,0.32978708,0.101174498,3.259587023,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,sample is tacky
LE2060,7/24/13,2013,Hovsgol,Stomach Bay,51.335587,100.382646,,,lenok,lenok,gillnet-horizontal,NA,NA,,,NA,NA,NA,2,,Y,,,Y,Y,N,,N,,NA,,,6,Brian Weidel,2,10/22/14,,405,383,352,672,592,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-22.16,8.7,0.507,0.12,4.2,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,Sex mismatch - use Mendee sex data
36,7/21/09,2009,Hovsgol,Toilogt,50.65133,100.25351,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,21:30,6:00,1.5,3,NA,Y,Y,Y,,,,,,,,,0,,,4,Brian Weidel,2,9/17/14,5+,207,NA,NA,68,NA,56,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,
L1088,7/8/12,2012,Eg,David's Island,50.27437,101.87521,,,lenok,lenok,angling,NA,NA,,PM,NA,NA,NA,2,,Y,Y,,,1,N,,Y,,NA,N,,4,Brian Weidel,2,10/22/14,,412,388,354,685,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-28.17,11.9,0.378118553,0.118889149,3.180429469,-27.12325012,11.17383859,0.408804044,0.124856077,3.274202221,NA,NA,NA,,,NA,NA,,NA,NA,,
LE2031,7/20/13,2013,Hovsgol,Dalbai,NA,NA,,,lenok,lenok,gillnet-horizontal,NA,NA,,,NA,NA,NA,2,,Y,,,Y,,N,,Y,,NA,,,4,Brian Weidel,2,10/22/14,,378,355,333,460,426,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,
214,7/27/09,2009,Hovsgol,Turag,51.30418,100.7946,,,grayling-Hovsgol,grayling-unknown,seine,NA,NA,,,NA,NA,NA,Y,,Y,,,,,,,Y,,NA,,,5,Brian Weidel,2,9/17/14,,249,NA,NA,97,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,
L1090,7/8/12,2012,Eg,David's Island,50.27437,101.87521,,,lenok,lenok,angling,NA,NA,,PM,NA,NA,NA,2,,Y,Y,,,1,N,,Y,,NA,N,,5,Brian Weidel,2,10/22/14,,442,411,380,846,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-27.01,10.98,0.052796365,0.016368591,3.225467871,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,
L1100,7/10/12,2012,Eg,Repeat site,50.2844,101.91808,,,lenok,lenok,angling,NA,NA,,AM,NA,NA,NA,2,,Y,Y,,,,N,,Y,,NA,Y,,5,Brian Weidel,2,10/22/14,,470,441,410,1100,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-28.82,12.16,0.367343442,0.113963884,3.223332078,-26.36206388,10.977647,0.610241849,0.199983825,3.051456035,NA,NA,NA,,,NA,NA,,NA,NA,,
L1101,7/10/12,2012,Eg,Repeat site,50.2844,101.91808,,,lenok,lenok,angling,NA,NA,,AM,NA,NA,NA,2,,Y,Y,,,,N,,Y,,NA,Y,,5,Brian Weidel,2,10/22/14,,415,380,350,610,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-26.43,9.35,0.391276005,0.131524888,2.974919888,-26.10782635,9.913355895,0.330508297,0.099156742,3.333190357,NA,NA,NA,,,NA,NA,,NA,NA,,
L1108,7/12/12,2012,Uur,Riffle 1km UST Home Pool,50.34777,101.87321,,,lenok,lenok,angling,NA,NA,,PM,NA,NA,NA,2,,Y,Y,,,,N,,Y,,NA,Y,,5,Brian Weidel,2,10/22/14,,379,350,320,438,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-27.8,11.11,0.470387728,0.148474863,3.168130411,-26.91151726,11.38504343,0.463852889,0.146652059,3.162948352,NA,NA,NA,,,NA,NA,,NA,NA,,
L1170,7/22/12,2012,Hovsgol,Turag,51.30094,100.78019,,,lenok,lenok,gillnet-horizontal,NA,NA,,AM,NA,NA,NA,2,,,,,,,N,,Y,,NA,N,,5,Brian Weidel,2,10/22/14,,415,390,360,578,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,
L1204,7/25/12,2012,Hovsgol,Yellow Corner,51.33777,100.30004,,,lenok,lenok,gillnet-horizontal,NA,NA,,AM,NA,NA,NA,2,,,,,,,N,,Y,,NA,N,,5,Brian Weidel,2,10/22/14,,470,441,412,989,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,
L1205,7/25/12,2012,Hovsgol,Yellow Corner,51.33777,100.30004,,,lenok,lenok,gillnet-horizontal,NA,NA,,AM,NA,NA,NA,2,,,,,,,N,,Y,,NA,N,,5,Brian Weidel,2,10/22/14,,487,456,422,1100,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,
L1208,7/25/12,2012,Hovsgol,Yellow Corner,51.33777,100.30004,,,lenok,lenok,gillnet-horizontal,NA,NA,,AM,NA,NA,NA,2,,,,,,,N,,Y,,NA,N,,5,Brian Weidel,2,10/22/14,,416,390,363,618,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,
LE2042,7/21/13,2013,Hovsgol,Turag,51.301181,100.779395,,,lenok,lenok,gillnet-horizontal,NA,NA,,,NA,NA,NA,2,,Y,,,,,N,,N,,NA,,,5,Brian Weidel,2,10/22/14,,385,358,340,442,410,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-20.73,7.49,0.47,0.152,3.1,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,
G2206,7/21/13,2013,Hovsgol,Turag,51.301181,100.779395,,,grayling-Hovsgol,grayling-Hovsgol,gillnet-horizontal,NA,NA,,,NA,NA,NA,2,,Y,,,Y,,Y,,Y,,NA,,,5,Brian Weidel,2,11/12/14,,237,214,199,85,58,NA,F,28,38.5,9.8,NA,20.2,24,15.2,12.7,19,5.2,40.8,9.5,70,99.8,63.2,NA,49.7,88.2,29.7,42.2,NA,17,28.8,NA,6,31.1,5.8,NA,90,,II-8,I-9,I-13,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,
L1025,7/2/12,2012,Uur,,50.33633333,101.86865,,,lenok,lenok,angling,NA,NA,,PM,NA,NA,NA,2,,,,,,2,,,Y,,NA,,,6,Brian Weidel,2,10/22/14,,437,406,NA,778,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,
L1117,7/13/12,2012,Uur,,50.30985,101.89547,,,lenok,lenok,angling,NA,NA,,AM,NA,NA,NA,2,,Y,Y,,,,N,,Y,,NA,Y,,6,Brian Weidel,2,10/22/14,,457,432,405,859,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,
L1122,7/14/12,2012,Uur,Riffle UST of Confluence,50.2905,101.94604,,,lenok,lenok,angling,NA,NA,,AM,NA,NA,NA,2,,Y,Y,,,,N,,Y,,NA,N,,6,Brian Weidel,2,10/22/14,,483,451,415,880,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-28.61,11.12,0.365965799,0.114203929,3.204493954,-26.70710118,11.26501194,0.396339387,0.129143331,3.068988426,NA,NA,NA,,,NA,NA,,NA,NA,,
L1190,7/24/12,2012,Hovsgol,Stomach Bay,51.33582,100.38239,,,lenok,lenok,gillnet-horizontal,NA,NA,,AM,NA,NA,NA,2,,Y,,,,,N,,Y,,NA,N,,6,Brian Weidel,2,10/22/14,,497,471,437,1130,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,
L1198,7/25/12,2012,Hovsgol,Yellow Corner,51.33777,100.30004,,,lenok,lenok,gillnet-horizontal,NA,NA,,AM,NA,NA,NA,2,,Y,,,,,N,,Y,,NA,N,,6,Brian Weidel,2,10/22/14,,465,438,408,954,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-21.74,6.92,0.311374125,0.093500271,3.330194894,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,
L1201,7/25/12,2012,Hovsgol,Yellow Corner,51.33777,100.30004,,,lenok,lenok,gillnet-horizontal,NA,NA,,AM,NA,NA,NA,2,,,,,,,N,,Y,,NA,N,,6,Brian Weidel,2,10/22/14,,442,411,385,969,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,
L1207,7/25/12,2012,Hovsgol,Yellow Corner,51.33777,100.30004,,,lenok,lenok,gillnet-horizontal,NA,NA,,AM,NA,NA,NA,2,,,,,,,N,,Y,,NA,N,,6,Brian Weidel,2,10/22/14,,465,435,405,959,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,
LE2059,7/24/13,2013,Hovsgol,Stomach Bay,51.335587,100.382646,,,lenok,lenok,gillnet-horizontal,NA,NA,,,NA,NA,NA,2,,Y,,,Y,Y,N,,N,,NA,,,6,Brian Weidel,2,10/22/14,,493,475,441,1129,1017,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-21.55,7.58,0.478,0.135,3.5,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,
LE2062,7/25/13,2013,Hovsgol,Yellow Corner,51.337597,100.300361,,,lenok,lenok,gillnet-horizontal,NA,NA,,,NA,NA,NA,2,,Y,,,Y,Y,N,,Y,,NA,,,6,Brian Weidel,2,10/22/14,,522,488,NA,1570,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-21.76,8.13,0.484,0.132,3.7,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,
L1096,7/10/12,2012,Eg,Repeat site,50.2844,101.91808,,,lenok,lenok,angling,NA,NA,,AM,NA,NA,NA,2,,Y,Y,,,,N,,Y,,NA,Y,,7,Brian Weidel,2,10/22/14,,440,413,383,882,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-27.05,9.98,0.184772017,0.056073943,3.295149351,-26.15600912,9.976462654,0.390419585,0.121658615,3.209140457,NA,NA,NA,,,NA,NA,,NA,NA,,
G1334,7/24/12,2012,Hovsgol,Stomach Bay,NA,NA,,,grayling-Hovsgol,grayling-Hovsgol,gillnet-vertical,11,4,,AM,NA,NA,NA,2,,Y,,,,,Y,,N,,NA,N,,7,Brian Weidel,2,11/12/14,,235,214,197,100.1,NA,NA,F,30,41.1,12,NA,22.5,26.1,18.2,13.4,17.7,7.4,46,11.8,71.6,104.7,64.2,NA,54.6,86.2,29,44.2,32.4,19.3,33.6,33.4,7.7,34.5,7.6,NA,81,VII-13,I-9,II-9,II-13,IV,18.8,2294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,
G1159,7/18/12,2012,Hovsgol,Toilogt,50.64975,100.2522,,,grayling-Hovsgol,grayling-Hovsgol,gillnet-horizontal,NA,NA,,AM,NA,NA,NA,2,,,,,,,Y,,Y,,NA,N,,12,Brian Weidel,2,11/12/14,,244,227,205,92,NA,NA,F,28,40.6,12.5,NA,20.7,23.5,16,13.6,18.6,6.2,40.6,11.8,74.5,117.1,65,NA,52.8,91.2,27,41.8,33.5,17.2,29,6.8,30.5,6.9,32.8,NA,92,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,
G2283,7/24/13,2013,Hovsgol,Stomach Bay,51.335587,100.382646,,,grayling-Hovsgol,grayling-Hovsgol,gillnet-vertical,NA,NA,,,NA,NA,NA,2,,Y,,,Y,Y,Y,,Y,,NA,,,12,Brian Weidel,2,11/12/14,,271,249,227,118,78,NA,F,28,35,11.8,NA,23,29.3,18.9,15.7,20.2,6.2,52,12.8,79.9,119.8,78.4,NA,59.7,100,32.1,48.7,34.7,22.6,37,NA,6.8,40.3,9.4,NA,87,VII-12,II-9,I-10,,,NA,NA,-24.9,6.68,0.455,0.141,3.2,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,
G1244,7/20/12,2012,Hovsgol,Dalbai,51.04689,100.72345,,,grayling-Hovsgol,grayling-Hovsgol,gillnet-horizontal,NA,NA,,AM,NA,NA,NA,2,,,,,,,Y,,Y,,NA,N,,13,Brian Weidel,2,11/12/14,,375,342,323,363,NA,NA,F,28,64.6,13.6,NA,35.3,39.9,27.8,20.7,31.6,22,62,20.2,122.3,168,96.8,NA,84.1,152.8,59.3,62.5,47.6,28.8,46.6,46,12.7,49,11.2,NA,93,V-12,I-9,I-9,I-14,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,
G1028,7/4/12,2012,Eg,,50.2829,101.90186,,,grayling-Arctic,grayling-Arctic,angling,NA,NA,,,NA,NA,NA,2,,,,,,2,,,Y,,NA,,,1,Brian Weidel,3,11/12/14,,137,123,NA,19.1,NA,NA,F,16,24.4,7.3,NA,13.1,15.3,11.5,8,11.1,NA,21,7.5,43.2,60,34.7,NA,32.4,47,13.8,23.4,19.5,9.2,12.6,17,16.2,45,30,NA,89,VI-11,II-9,I-9,I-14,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"Brian says about age: a lot of growth, perhaps full season past last annuli"
G1049,7/8/12,2012,Eg,,50.27437,101.87521,,,grayling-Arctic,grayling-Arctic,angling,NA,NA,,PM,NA,NA,NA,2,,,,,,1,Y,,Y,,NA,N,,2,Brian Weidel,3,11/12/14,,234,215,200,101,NA,NA,F,19,31.8,10.2,NA,19.9,25.6,17.8,13,17.5,NA,42.3,14.4,74.2,101.4,62.4,NA,52.5,85,30.2,44.4,34.6,19.7,27.2,6.1,29.6,7.8,30.3,NA,89,IV-14,I-9,I-9,I-12,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,"Brian says about age: a lot of growth, perhaps full season past last annuli"
